,price,Category,Inch,Core,Processor,Ram,Memory,Opysys
760,"2,999",DELL,15.6 Inch,,,,,
761,"4,999",Microsoft,12.3-Inch,Core i7,,16GB,512GB SSD,Windows 10
762,"3,499",DELL,15.6-Inch,Core i7,-1165G,8GB,512GB SSD,
763,"1,715",Lenovo,15.6-Inch,Core i5,-1235U,8GB,512GB SSD,
764,"1,199",Lenovo,14-Inch,,,,,Windows 10
765,"1,199",Lenovo,14-Inch,,,,,Windows 10
766,"9,700",Apple,,,,16GB,1TB SSD,
767,"16,499",MSI,17-Inch,Core i9,-14900H,64GB,2TB SSD,Windows 11
768,"4,099",MSI,,,,16GB,512GB SSD,
769,"3,299",Lenovo,8.8-Inch,,,16GB,1TB SSD,Windows 11
770,"2,245",HP,,Intel Core i5,-1135G,8GB,512GB SSD,
771,"2,599",Lenovo,,,-1165G,,,
773,"3,499",DELL,14-Inch,Core i5,,8GB,512GB SSD,
774,"9,788",Microsoft,13-Inch,Core i7,,16GB,512GB SSD,Windows 11
775,"2,599",Lenovo,,,-1165G,,,
776,"9,950",Lenovo,14-Inch,Core i7,-1255U,16GB,512GB SSD,Windows 11
777,"2,299",Lenovo,,,,,,Windows 10
778,"8,999",Lenovo,14 Inch,Core i7,-1165G,16GB,1TB SSD,Windows 10
779,"5,399",DELL,15.6-Inch,Core i7,,16GB,512GB SSD,Windows 11
780,"4,199",Microsoft,,Core i7,-1165G,,,
782,"1,349",Lenovo,11.6 Inch,,,,,
783,"2,499",DELL,,,-1135G,,,
784,"4,940",Apple,13-Inch,Core i5,,8GB,128GB SSD,
785,"3,430",Lenovo,16.0 Inch,,-1335U,8GB,512GB SSD,
786,"4,399",Lenovo,14-Inch,Core i7,,8GB,,
787,"3,699",MSI,15.6-Inch,Core i7,-12650H,16GB,512GB SSD,Windows 11
788,"3,599",Lenovo,14.5-Inch,,-6800H,16GB,512GB SSD,Windows 11
789,"1,499",Acer,15.6-Inch,Core i5,-1135G,8GB,256GB SSD,
791,"9,799",Lenovo,14-Inch,Core i7,-1355U,32GB,1TB SSD,Windows 11
792,"1,999",Lenovo,,,-10210U,,,Windows 10
793,"1,449",Lenovo,15.6 Inch,,-10110U,,,Windows 10
794,"2,399",ASUS,,,-4500U,8GB,512GB SSD,Windows 10
795,"3,299",ASUS,14-Inch,Core i7,,8GB,512GB SSD,
796,"3,590",DELL,,,-1355U,,,
797,"4,149",Lenovo,15.6-Inch,Core i7,-1255U,8GB,512GB SSD,
798,"2,150",Lenovo,,Core i5,-1035G,8GB,,
799,"1,999",HUAWEI,14-Inch,Core i5,-1135G,8GB,512GB SSD,Windows 11
800,"2,499",Lenovo,,Intel Core i7,-10510U,8GB,1TB SSD,
801,"10,299",Lenovo,14.0-Inch,,,16GB,,Windows 11
802,"1,849",ASUS,,Core i5,,8GB,512GB SSD,
803,"8,599",Lenovo,13.3-Inch,Core i7,-1355U,16GB,,
804,"2,990",DELL,,,-1335U,,,
805,"6,580",Apple,13.3-Inch,Core i5,,8GB,,
806,"1,999",ASUS,14-Inch,Core i5,,8GB,256GB SSD,
807,"2,499",Microsoft,12.4-Inch,Intel Core i5,-1135G,8GB,256GB SSD,Windows 11
808,"1,849",DELL,,Core i5,-1235U,8GB,512GB SSD,
809,"2,599",ASUS,15.6-Inch,Core i7,-1255U,16GB,1TB SSD,
810,"1,499",Microsoft,,Core i5,,4GB,,
811,"2,749",HP,15.6-Inch,Core i5,-1135G,8GB,512GB SSD,
812,"2,999",DELL,14-Inch,Core i5,,4GB,,
813,"4,499",ASUS,,,-6800H,16GB,512GB SSD,Windows 11
814,"1,649",HP,15.6-Inch,Core i3,,4GB,256GB SSD,
815,"4,250",DELL,14-Inch,Core i7,,8GB,512GB SSD,
816,"3,399",ASUS,15.6-Inch,Core i7,,16GB,512GB SSD,
817,"2,799",ASUS,,,-1165G,,,
818,"2,699",Lenovo,,,,12GB,,
819,"1,899",Lenovo,15.6-Inch,Core i5,-1235U,8GB,512GB SSD,
820,"4,300",Lenovo,,,-1355U,8GB,512GB SSD,
821,"4,050",Lenovo,,,-1355U,8GB,512GB SSD,
822,"1,999",Lenovo,15.6 Inch,Intel Core i5,-1035G,,,
823,"8,299",Lenovo,14-Inch,Core i7,-1255U,16GB,1TB SSD,Windows 11
824,"3,799",DELL,15.6-Inch,Core i7,-1165G,8GB,512GB SSD,
825,"2,439",ASUS,,Core i7,-1165G,8GB,512GB SSD,
826,"1,849",DELL,,Core i5,-1235U,8GB,512GB SSD,
827,"1,139",Acer,15.6-Inch,Core i3,-1115G,4GB,256GB SSD,
828,"1,249",Microsoft,10.5-Inch,,,4GB,,Windows 10
829,"2,349",Lenovo,,Core i5,-1035G,,,
830,"1,999",Microsoft,,Core i5,,8GB,,
831,"2,049",ASUS,,Core i5,,8GB,1TB SSD,
832,"2,100",Lenovo,14-Inch,Core i5,,4GB,,
833,"9,999",Lenovo,14-Inch,Core i7,-1255U,16GB,1TB SSD,
834,"3,599",DELL,,Intel Core i7,-1355U,8GB,512GB SSD,
835,"3,699",DELL,4 Inch,Intel Core i5,-1135G,512GB,512GB SSD,
836,"4,799",Lenovo,,Core i7,-1165G,16GB,512GB SSD,Windows 10
837,"4,299",Lenovo,14-Inch,Core i7,-1165G,8GB,512GB SSD,Windows 10
838,"3,394",ASUS,,Intel Core i7,-1255U,16GB,,
839,"5,399",Lenovo,,,-10510U,,,Windows 10
840,"2,979",ASUS,,,-1065G,,,Windows 10
841,"1,799",Lenovo,,Intel Core i5,-1235U,8GB,256GB SSD,
842,"8,219",Lenovo,,Core i7,-1260P,16GB,512GB SSD,Windows 11
843,"4,500",Acer,,Core i7,,,,
844,"8,890",Lenovo,,Intel Core i7,-1260P,16GB,512GB SSD,
845,"3,599",Lenovo,,Intel Core i7,-1165G,8GB,512GB SSD,Windows 11
846,"3,699",MSI,15.6-Inch,Core i7,-12650H,16GB,512GB SSD,Windows 11
847,999,ASUS,,,,4GB,512GB SSD,
848,"1,149",ASUS,,Core i3,-1115G,4GB,256GB SSD,
849,"1,589",HP,,Core i5,-8250U,8GB,256GB SSD,Windows 10
850,"2,949",Lenovo,,Core i7,-1165G,8GB,256GB SSD,
851,"2,749",Lenovo,14.0 Inch,,-1235U,8GB,512GB SSD,
852,"6,891",Apple,13-Inch,Core i5,,8GB,256GB SSD,
853,"2,200",Lenovo,,,-1235U,,,Windows 11
854,"7,159",Lenovo,,Core i7,-1255U,16GB,512GB SSD,
855,"3,599",Lenovo,,Core i5,-1135G,8GB,256GB SSD,Windows 11
856,"2,149",Lenovo,14-Inch,Core i5,,8GB,256GB SSD,
857,"5,899",Microsoft,13.5-Inch,Core i5,,8GB,512GB SSD,Windows 11
858,"6,999",Lenovo,14 Inch,,-1165G,,,Windows 10
859,"2,900",Lenovo,15.6 Inch,,,2GB,,
860,"3,299",Lenovo,,,-1165G,,,
861,"7,399",Lenovo,,Core i7,-1260P,16GB,512GB SSD,Windows 11
862,"3,495",Lenovo,,,-1335U,8GB,512GB SSD,
863,"3,949",Lenovo,,Intel Core i7,,8GB,512GB SSD,
864,"4,200",Lenovo,15.6-Inch,Core i7,,8GB,512GB SSD,
865,"2,299",Lenovo,,,-1235U,,,
866,"2,499",Microsoft,12.4-Inch,Intel Core i5,-1135G,8GB,256GB SSD,Windows 11
867,"1,899",HP,,Intel Core i5,-1335U,8GB,512GB SSD,
868,"3,400",ASUS,15.6-Inch,Core i7,-11800H,16GB,1TB SSD,
869,"3,500",Lenovo,,Intel Core i7,-1355U,16GB,512GB SSD,
870,"9,799",Lenovo,,Intel Core i7,-1355U,16GB,1TB SSD,Windows 11
871,"3,699",Lenovo,23.8-Inch,Core i7,-1260P,16GB,512GB SSD,Windows 11
872,"5,199",Lenovo,,Intel Core i7,-1355U,16GB,512GB SSD,
873,"3,980",Lenovo,,Core i5,-1135G,8GB,512GB SSD,Windows 11
875,"3,999",DELL,14-Inch,Core i7,-1165G,8GB,512GB SSD,
876,"3,099",Lenovo,15.6 Inch,,,,,Windows 10
877,"3,549",Lenovo,,Intel Core i5,-1335U,8GB,512GB SSD,
880,"3,399",Lenovo,14-Inch,Core i5,,8GB,256GB SSD,
881,"1,999",HUAWEI,14-Inch,Core i5,-1155G,8GB,512GB SSD,Windows 11
882,"16,499",HP,,Intel Core i9,-13900H,32GB,2TB SSD,Windows 11
